PLAYER,TEAM,AGE,GP,W,L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,FP,DD2,TD3,plus/minus
Larry Drew II,NOP,28,10,6,4,7,1.7,0.7,2.4,29.2,0.3,0.9,33.3,0,0,0,0.3,0,0.3,1,0.3,0,0,0.6,3.3,0,0,-1.3
Larry Nance Jr.,CLE,25,66,32,34,21.5,8.7,3.6,6.3,58.1,0,0.2,16.7,1.4,2.1,66.4,2.4,4.4,6.8,1.2,0.8,1.3,0.6,2.6,23.7,11,0,0.3
Lauri Markkanen,CHI,21,68,23,45,29.7,15.2,5.5,12.7,43.4,2.1,5.9,36.2,2.1,2.4,84.3,1.2,6.3,7.5,1.2,1.2,0.6,0.6,1.5,28.2,14,0,-5.7
LeBron James,CLE,33,82,50,32,36.9,27.5,10.5,19.3,54.2,1.8,5,36.7,4.7,6.5,73.1,1.2,7.5,8.6,9.1,4.2,1.4,0.9,1.7,54.1,52,18,1.3
London Perrantes,CLE,23,14,8,6,4.7,0.5,0.1,0.9,15.4,0,0.2,0,0.2,0.4,60,0.1,0.2,0.3,0.4,0.1,0.1,0.1,0.4,2,0,0,-1.4
Lonzo Ball,LAL,20,52,24,28,34.2,10.2,3.9,10.8,36,1.7,5.7,30.5,0.6,1.4,45.1,1.3,5.6,6.9,7.2,2.6,1.7,0.8,2.3,34.3,13,2,-0.4
Lorenzo Brown,TOR,27,14,9,5,9.9,2.3,1,2.4,41.2,0.1,0.9,16.7,0.1,0.1,100,0.1,1,1.1,0.9,0.2,0.4,0,0.5,5.8,0,0,3.3
Lou Williams,LAC,31,79,42,37,32.8,22.6,7.4,16.9,43.5,2.4,6.6,35.9,5.5,6.2,88,0.5,2,2.5,5.3,3,1.1,0.2,1.3,34.5,7,0,1.5
Luc Mbah a Moute,HOU,31,61,52,9,25.6,7.5,2.7,5.7,48.1,1,2.8,36.4,1.1,1.6,68.4,0.4,2.7,3,0.9,1.1,1.2,0.4,1.6,16.2,0,0,5
Lucas Nogueira,TOR,25,49,36,13,8.5,2.5,1,1.6,61.3,0.1,0.4,26.3,0.4,0.6,67.9,0.4,1.4,1.8,0.4,0.3,0.5,0.9,1,9,0,0,1.8
Luis Montero,DET,25,2,1,1,4,0,0,0.5,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0.2,0,0,-2.5
Luke Babbitt,MIA,28,50,15,35,14.3,5.2,1.8,4.3,42.3,1.2,3.1,38.5,0.3,0.4,77.3,0.1,1.8,1.9,0.6,0.4,0.2,0.1,1.1,8.9,0,0,-0.7
Luke Kennard,DET,21,73,34,39,20,7.6,2.8,6.4,44.3,1.1,2.7,41.5,0.9,1,85.5,0.3,2.1,2.4,1.7,0.9,0.6,0.2,1.2,14.5,1,0,1.6
Luke Kornet,NYK,22,20,6,14,16.3,6.7,2.5,6.3,39.2,1.4,4,35.4,0.4,0.6,72.7,0.6,2.7,3.2,1.3,0.6,0.3,0.8,1.4,15.2,1,0,-3.6
Luol Deng,LAL,33,1,0,1,13.1,2,1,2,50,0,0,0,0,0,0,0,0,0,1,1,1,0,0,5.5,0,0,-7
Malachi Richardson,TOR,22,26,8,18,12.4,3.4,1.2,3.5,33.3,0.5,1.5,30,0.7,0.8,77.3,0.2,1.1,1.3,0.5,0.4,0.4,0,1,6.6,0,0,-2.2
Malcolm Brogdon,MIL,25,48,25,23,29.9,13,5.1,10.5,48.5,1.3,3.4,38.5,1.6,1.8,88.2,0.5,2.8,3.3,3.2,1.4,0.9,0.3,2.7,23.7,1,0,-1.3
Malcolm Delaney,ATL,29,54,16,38,18.8,6.3,2,5.3,38.2,0.9,2.3,37.1,1.4,1.7,80.4,0.2,1.7,1.9,3,1.2,0.6,0.1,1.5,14.1,0,0,-1.9
Malcolm Miller,TOR,25,15,15,0,8.4,2.5,0.9,1.9,46.4,0.5,1.4,38.1,0.3,0.3,100,0.3,0.7,1,0.2,0.3,0.1,0.1,0.7,4.3,0,0,0.5
Malik Beasley,DEN,21,62,34,28,9.4,3.2,1.2,2.9,41,0.5,1.3,34.1,0.4,0.5,66.7,0.2,0.9,1.1,0.5,0.4,0.2,0.1,0.6,6,0,0,-0.4
Malik Monk,CHA,20,63,26,37,13.6,6.7,2.4,6.7,36,1.3,3.9,34.2,0.5,0.6,84.2,0.1,0.9,1,1.4,0.8,0.3,0.1,1,10.7,0,0,-3
Mangok Mathiang,CHA,25,4,3,1,5,2,1,1.8,57.1,0,0,0,0,0.3,0,0.8,1.8,2.5,0,0,0.3,0,1.3,5.8,0,0,0.3
Manu Ginobili,SAS,40,65,39,26,20,8.9,3.1,7.1,43.4,1,3,33.3,1.7,2,84,0.3,1.9,2.2,2.5,1.6,0.7,0.2,1.9,16.4,0,0,1.1
MarShon Brooks,MEM,29,7,2,5,27.5,20.1,7.3,14.6,50,2.7,4.6,59.4,2.9,3.3,87,1.1,1.9,3,3.6,2.3,1.6,0.4,0.9,32.8,0,0,1.4
Marc Gasol,MEM,33,73,21,52,33,17.2,5.9,14.2,42,1.5,4.4,34.1,3.8,4.6,83.4,1.1,7,8.1,4.2,2.7,0.7,1.4,2.5,36.9,25,1,-4.3
Marcin Gortat,WAS,34,82,43,39,25.3,8.4,3.5,6.8,51.8,0,0,0,1.3,2,67.5,2.2,5.4,7.6,1.8,1.2,0.5,0.7,2.1,22.8,15,0,1.3
Marco Belinelli,PHI,32,80,39,41,24.3,12.1,4.2,9.6,44.1,1.9,4.9,37.7,1.9,2,90.8,0.3,1.6,1.9,1.9,1.2,0.8,0.2,1.1,18.9,0,0,-0.4
Marcus Georges-Hunt,MIN,24,42,24,18,5.3,1.4,0.5,1.1,43.8,0.1,0.4,26.7,0.3,0.5,61.9,0.2,0.2,0.4,0.2,0.1,0.1,0,0.8,2.5,0,0,-0.8
Marcus Morris,BOS,28,54,34,20,26.7,13.6,4.9,11.3,42.9,1.6,4.3,36.8,2.3,2.9,80.5,0.8,4.6,5.4,1.3,1.2,0.6,0.2,1.9,23.4,2,0,0.4
Marcus Paige,CHA,24,5,4,1,5.6,2.4,0.8,2.8,28.6,0.4,1.6,25,0.4,0.4,100,0,0.8,0.8,0.6,0,0,0,0,4.3,0,0,1.6
Marcus Smart,BOS,24,54,38,16,29.9,10.2,3.5,9.5,36.7,1.4,4.6,30.1,1.8,2.5,72.9,0.8,2.7,3.5,4.8,2.4,1.3,0.4,2.5,24.4,0,0,3.9
Mario Chalmers,MEM,32,66,21,45,21.5,7.7,2.5,6.7,37.9,0.8,2.9,27.7,1.8,2.1,85.5,0.2,2.2,2.4,3,1.8,1.2,0.2,2.7,17.5,1,0,-0.9
Mario Hezonja,ORL,23,75,21,54,22.1,9.6,3.6,8.2,44.2,1.2,3.6,33.7,1.1,1.4,81.9,0.5,3.2,3.7,1.4,1.1,1.1,0.4,1.8,19.6,2,0,-2.7
Markel Brown,HOU,26,4,4,0,7.9,1.3,0.5,1.8,28.6,0.3,1.3,20,0,0,0,0.3,1,1.3,0.5,0.5,0,0,1.5,3,0,0,-4.3
Markelle Fultz,PHI,20,14,11,3,18.1,7.1,3.2,7.9,40.5,0,0.1,0,0.7,1.5,47.6,0.8,2.3,3.1,3.8,1.2,0.9,0.3,1.6,18.7,1,1,1.4
Markieff Morris,WAS,28,73,37,36,27,11.5,4.5,9.4,48,1,2.8,36.7,1.4,1.8,82,1,4.6,5.6,1.9,1.7,0.8,0.5,3,23.3,5,0,0.4
Marquese Chriss,PHX,20,72,19,53,21.2,7.7,2.8,6.6,42.3,0.8,2.6,29.5,1.3,2.2,60.8,1.1,4.4,5.5,1.2,1.5,0.7,1,2.8,19.6,5,0,-4.2
Marquis Teague,MEM,25,3,0,3,24.6,3.7,1.3,5.3,25,0.3,1.3,25,0.7,1.7,40,0.3,1.7,2,4.3,1,1.3,0,1.7,15.6,0,0,-8
Marreese Speights,ORL,30,52,15,37,13,7.7,2.7,6.7,39.5,1.7,4.5,36.9,0.8,1.1,72.7,0.4,2.2,2.6,0.8,0.8,0.2,0.4,2,12.9,1,0,0.5
Marshall Plumlee,MIL,25,8,5,3,6.5,1.8,0.1,0.4,33.3,0,0,0,1.5,2,75,0.5,1.6,2.1,0.3,0.4,0,0.1,1.3,4.7,0,0,-0.1
Marvin Williams,CHA,31,78,33,45,25.7,9.5,3.3,7.2,45.8,1.6,3.9,41.3,1.3,1.6,82.9,0.9,3.8,4.7,1.2,0.8,0.7,0.5,1.5,19.8,3,0,0.9
Mason Plumlee,DEN,28,74,40,34,19.5,7.1,3,5,60.1,0,0,0,1.1,2.4,45.8,1.8,3.6,5.4,1.9,1.4,0.7,1.1,2.5,20.3,3,0,-0.7
Matt Costello,SAS,24,4,2,2,8.1,1,0.5,1,50,0,0,0,0,0,0,0.3,2,2.3,0.5,0.3,0.5,0.5,1.8,7.2,0,0,3.8
Matt Williams Jr.,MIA,24,3,1,2,3.8,1.7,0.7,2,33.3,0.3,1.7,20,0,0,0,0,0.3,0.3,0,0.3,0,0,0.3,1.7,0,0,5.3
Matthew Dellavedova,MIL,27,38,21,17,18.7,4.3,1.4,4,36.2,0.8,2.1,37.2,0.7,0.7,92.6,0.4,1.3,1.7,3.8,1.3,0.4,0,1.8,11.9,0,0,-2.1
Maurice Harkless,POR,25,59,36,23,21.4,6.5,2.5,5,49.5,0.8,2,41.5,0.7,1,71.2,0.8,2,2.7,0.9,0.7,0.8,0.7,1.7,15.1,0,0,0.1
Maxi Kleber,DAL,26,72,20,52,16.8,5.4,2.1,4.3,48.9,0.6,1.8,31.3,0.6,0.8,74.6,1,2.3,3.3,0.7,0.4,0.4,0.7,1.6,12.9,1,0,-1.8
Meyers Leonard,POR,26,33,17,16,7.7,3.4,1.4,2.4,59,0.3,0.8,42.3,0.3,0.3,81.8,0.4,1.8,2.1,0.5,0.3,0.2,0,1.1,7,0,0,-1.1
Michael Beasley,NYK,29,74,24,50,22.3,13.2,5.5,10.9,50.7,0.5,1.2,39.5,1.7,2.1,78,1.3,4.3,5.6,1.7,1.9,0.5,0.6,2,23.7,10,0,-1.8
Michael Carter-Williams,CHA,26,52,23,29,16.1,4.6,1.5,4.4,33.2,0.3,1.1,23.7,1.4,1.7,82,0.7,1.9,2.7,2.2,1,0.8,0.4,1.9,14,0,0,-1.2
Michael Kidd-Gilchrist,CHA,24,74,34,40,25,9.2,3.8,7.6,50.4,0,0,0,1.6,2.3,68.4,1.1,2.9,4.1,1,0.7,0.7,0.4,1.9,18.2,2,0,0.7
Mike Conley,MEM,30,12,7,5,31.1,17.1,5.3,14,38.1,2,6.4,31.2,4.4,5.5,80.3,0,2.3,2.3,4.1,1.5,1,0.3,2,28.2,0,0,-1.4
Mike James,NOP,27,36,11,25,19.1,9.3,3.4,8.9,38.3,0.7,2.7,26.5,1.8,2.3,76.2,0.4,2.1,2.5,3.5,1.4,0.8,0.2,1.3,19.1,0,0,-1.1
Mike Muscala,ATL,26,53,14,39,20,7.6,2.7,5.9,45.8,1.2,3.2,37.1,1.1,1.2,91.9,1.1,3.3,4.3,1,0.8,0.6,0.5,1.5,16.8,2,0,-1.5
Mike Scott,WAS,29,76,39,37,18.5,8.8,3.6,6.9,52.7,0.9,2.1,40.5,0.7,1,65.8,0.7,2.6,3.3,1.1,1,0.3,0.1,1.9,14.5,0,0,-1.1
Miles Plumlee,ATL,29,55,19,36,16.7,4.3,1.9,3.3,58.3,0,0,0,0.5,1.1,45,1.4,2.7,4.1,0.8,1.1,0.3,0.5,1.4,11.9,1,0,-2.9
Milos Teodosic,LAC,31,45,29,16,25.2,9.5,3.4,8,41.9,2,5.2,37.9,0.9,1,84.8,0.4,2.4,2.8,4.6,2.2,0.5,0.1,2.3,19.6,0,0,1.9
Milton Doyle,BKN,24,10,2,8,12.5,3.4,1.3,4.7,27.7,0.4,2.3,17.4,0.4,0.8,50,0.3,1.5,1.8,1,0.2,0.6,0.2,1.3,9.3,0,0,-1.2
Mindaugas Kuzminskas,NYK,28,1,0,1,1.9,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mirza Teletovic,MIL,32,10,4,6,15.9,7.1,2.5,5.7,43.9,2.1,4.5,46.7,0,0,0,0.3,2,2.3,1,0.7,0.4,0.1,1.4,12.2,0,0,-3.3
Monte Morris,DEN,22,3,2,1,8.4,3.3,1.3,2,66.7,0,0.3,0,0.7,0.7,100,0,0.7,0.7,2.3,0.3,1,0,0.3,10.3,0,0,-2.3
Montrezl Harrell,LAC,24,76,39,37,17,11,4.6,7.2,63.5,0,0.1,14.3,1.8,2.9,62.6,1.4,2.7,4,1,0.9,0.5,0.7,1.9,19.9,0,0,0.7
Myke Henry,MEM,25,20,3,17,18.9,5.4,2.1,5.5,37.6,1,2.9,32.8,0.3,0.5,60,0.5,1.4,1.9,1.1,1,1.6,0.3,1.4,13.9,0,0,-1.5
Myles Turner,IND,22,65,39,26,28.2,12.7,4.7,9.8,47.9,0.9,2.4,35.7,2.5,3.2,77.7,1.4,5,6.4,1.3,1.5,0.6,1.8,2.9,28.2,11,0,1.8
Nate Wolters,UTA,27,5,3,2,3.8,0.4,0.2,1.2,16.7,0,0,0,0,0,0,0.2,0.2,0.4,0.2,0,0,0,0.2,1.2,0,0,0.6
Naz Mitrou-Long,UTA,24,1,0,1,0.5,3,1,1,100,1,1,100,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5
Nemanja Bjelica,MIN,30,67,38,29,20.5,6.8,2.6,5.5,46.1,1.1,2.7,41.5,0.5,0.7,80,0.8,3.3,4.1,1.3,0.8,0.7,0.2,2.1,15.8,1,0,0.1
Nene,HOU,35,52,42,10,14.6,6.5,2.6,4.6,56.9,0,0,0,1.3,2.1,63.6,1,2.3,3.4,0.9,0.7,0.5,0.3,2.4,13.6,0,0,5.1
Nerlens Noel,DAL,24,30,6,24,15.7,4.4,1.8,3.5,52.4,0,0,0,0.7,0.9,75,1.6,4,5.6,0.7,0.9,1,0.7,2,16.5,2,0,-4
Nick Collison,OKC,37,15,9,6,5,2.1,0.9,1.3,68.4,0,0,0,0.3,0.9,38.5,0.5,0.9,1.3,0.3,0.5,0,0,0.5,3.6,0,0,-0.3
Nick Young,GSW,33,80,56,24,17.4,7.3,2.5,6.1,41.2,1.5,4.1,37.7,0.7,0.8,86.2,0.3,1.3,1.6,0.5,0.5,0.5,0.1,1.3,11,0,0,0.5
Nicolas Batum,CHA,29,64,27,37,31,11.6,4.2,10.2,41.5,1.4,4.3,33.6,1.7,2,83.1,0.9,3.9,4.8,5.5,2,1,0.4,1.1,27.6,7,2,0.1
Nicolas Brussino,ATL,25,4,0,4,2.5,0,0,0.5,0,0,0.5,0,0,0,0,0,0.8,0.8,0,0,0,0,0,0.9,0,0,4.3
Nigel Hayes,SAC,23,9,6,3,13.6,3,1.2,3.7,33.3,0.4,1.8,25,0.1,0.3,33.3,0.4,2,2.4,0.7,0.2,0.2,0.3,0.9,8.4,0,0,1
Nik Stauskas,BKN,24,41,14,27,12.8,4.4,1.5,3.8,39,1,2.4,40,0.5,0.7,72.4,0.1,1.5,1.6,1,0.6,0.2,0.1,0.6,8,0,0,-1.4
Nikola Jokic,DEN,23,75,43,32,32.6,18.5,6.7,13.5,49.9,1.5,3.7,39.6,3.5,4.2,85,2.6,8.1,10.7,6.1,2.8,1.2,0.8,2.8,43.7,38,10,4.7
Nikola Mirotic,NOP,27,55,34,21,27.2,15.6,5.6,12.4,44.7,2.5,6.5,37.7,2,2.5,81.8,1.1,6.3,7.4,1.5,1.1,0.8,0.7,2,30,12,0,2.7
Nikola Vucevic,ORL,27,57,17,40,29.5,16.5,7,14.7,47.5,1.1,3.6,31.4,1.4,1.6,81.9,1.8,7.4,9.2,3.4,1.9,1,1.1,2.5,36.8,29,1,-0.6
Noah Vonleh,CHI,22,54,24,30,16.2,4.9,1.9,4.3,44.4,0.4,1.2,30.3,0.7,1.1,62.1,1.3,4.5,5.8,0.6,0.6,0.4,0.3,1.3,14.2,3,0,-0.7
Norman Powell,TOR,25,70,51,19,15.2,5.5,2.1,5.3,40.1,0.8,2.7,28.5,0.5,0.6,82.1,0.2,1.5,1.7,1.3,0.9,0.5,0.2,1.6,10.8,0,0,-0.3
OG Anunoby,TOR,20,74,51,23,20,5.9,2.2,4.7,47.1,1,2.7,37.1,0.5,0.8,62.9,0.6,1.9,2.5,0.7,0.6,0.7,0.2,1.8,12.1,0,0,4
Okaro White,CLE,25,6,2,4,13.3,3.3,1.2,2.7,43.8,0.7,1.8,36.4,0.3,0.5,66.7,0.5,1.3,1.8,0.3,0.2,0.2,0.2,1,6.9,0,0,-0.2
Omari Johnson,MEM,29,4,1,3,18.8,5.5,2.3,5.3,42.9,1,3,33.3,0,0,0,1,1.8,2.8,1.8,0.8,0.5,0,1.5,12.2,0,0,2.5
Omer Asik,CHI,31,18,7,11,10.1,1.2,0.5,1.2,40.9,0,0,0,0.2,0.7,30.8,0.5,2.1,2.6,0.2,0.5,0.1,0.2,1.1,5.1,0,0,-1.8
Omri Casspi,GSW,29,53,40,13,14,5.7,2.3,3.9,58,0.2,0.4,45.5,0.9,1.3,72.5,0.6,3.2,3.8,1,0.7,0.3,0.4,1.3,13,3,0,1
Otto Porter Jr.,WAS,25,77,42,35,31.6,14.7,5.8,11.5,50.3,1.8,4.1,44.1,1.4,1.7,82.8,1.3,5.1,6.4,2,1,1.5,0.5,2,30.6,13,0,3.7
PJ Dozier,OKC,21,2,1,1,1.6,1,0.5,1,50,0,0,0,0,0,0,0,0.5,0.5,0,0.5,0,0,0.5,1.1,0,0,-1.5
PJ Tucker,HOU,33,82,65,17,27.8,6.1,2.1,5.4,39,1.4,3.8,37.1,0.5,0.7,71.7,1.1,4.4,5.6,0.9,0.9,1,0.3,2.5,17.1,3,0,6.4
Pascal Siakam,TOR,24,81,59,22,20.7,7.3,3.1,6.1,50.8,0.4,1.6,22,0.7,1.1,62.1,1,3.5,4.5,2,0.8,0.8,0.5,2,18.6,0,0,3.8
Pat Connaughton,POR,25,82,49,33,18.1,5.4,2,4.8,42.3,0.9,2.6,35.2,0.5,0.5,84.1,0.4,1.5,2,1.1,0.5,0.3,0.3,1.5,10.5,0,0,1.7
Patrick Beverley,LAC,29,11,5,6,30.3,12.2,4.4,10.8,40.3,2.2,5.5,40,1.3,1.5,82.4,1.5,2.6,4.1,2.9,2.3,1.7,0.5,3.1,25.7,0,0,2.4
Patrick McCaw,GSW,22,57,41,16,16.9,4,1.6,3.9,40.9,0.3,1.4,23.8,0.5,0.6,76.5,0.3,1.2,1.4,1.4,0.7,0.8,0.2,1.2,9.9,0,0,-1.5
Patrick Patterson,OKC,29,82,48,34,15.5,3.9,1.3,3.2,39.8,0.8,2.1,38.6,0.5,0.6,87,0.4,2,2.4,0.7,0.4,0.6,0.3,1.1,9.9,0,0,-0.9
Patty Mills,SAS,29,82,47,35,25.7,10,3.4,8.3,41.1,1.9,5,37.2,1.3,1.4,89,0.3,1.6,1.9,2.8,1.3,0.7,0.1,1.6,17.6,0,0,1.3
Pau Gasol,SAS,37,77,45,32,23.5,10.1,3.7,8.1,45.8,0.6,1.6,35.8,2.1,2.7,75.6,1.7,6.4,8,3.1,1.4,0.3,1,1.6,27,16,1,0.8
Paul George,OKC,28,79,47,32,36.6,21.9,7.3,17,43,3.1,7.7,40.1,4.3,5.2,82.2,0.9,4.7,5.7,3.3,2.7,2,0.5,2.9,38.6,4,0,2.9
Paul Millsap,DEN,33,38,22,16,30.1,14.6,5.3,11.4,46.4,1,3,34.5,2.9,4.2,69.6,1.7,4.7,6.4,2.8,1.9,1,1.2,2.6,31.1,2,0,2.7
Paul Zipser,CHI,24,54,17,37,15.3,4,1.5,4.3,34.6,0.7,2,33.6,0.4,0.5,76,0.2,2.2,2.4,0.9,0.8,0.4,0.3,1.6,9.4,0,0,-4
Quincy Acy,BKN,27,70,26,44,19.4,5.9,1.9,5.2,35.6,1.5,4.2,34.9,0.7,0.9,81.7,0.6,3.1,3.7,0.8,0.9,0.5,0.4,2.1,13.3,0,0,-0.8
Quincy Pondexter,CHI,30,23,6,17,8.5,2,0.6,2.1,28.6,0.1,1,13.6,0.6,0.7,82.4,0.3,0.8,1.2,0.4,0.5,0.3,0.1,1,4.8,0,0,-3.9
Quinn Cook,GSW,25,33,21,12,22.4,9.5,3.7,7.6,48.4,1.4,3.2,44.2,0.7,0.8,88,0.3,2.2,2.5,2.7,1,0.4,0,1.8,16.7,0,0,-1.2
RJ Hunter,HOU,24,5,3,2,9,3.8,1.4,4,35,0.6,2.8,21.4,0.4,0.4,100,0,1,1,0.6,0.4,0.6,0,1.4,7.3,0,0,0.2
Rajon Rondo,NOP,32,65,41,24,26.2,8.3,3.6,7.6,46.8,0.8,2.3,33.3,0.4,0.7,54.3,0.5,3.6,4,8.2,2.3,1.1,0.2,1.8,26.8,15,2,0.3
Ramon Sessions,WAS,32,28,10,18,14,4.9,1.5,4.2,35.9,0.3,0.9,30.8,1.6,2,77.2,0.2,1.1,1.4,2.8,1.1,0.5,0.1,1,11.3,0,0,-3
Rashad Vaughn,ORL,21,28,13,15,7.6,2.3,0.8,2,41.1,0.5,1.3,37.8,0.1,0.2,66.7,0.1,0.6,0.8,0.5,0.2,0.2,0.1,0.5,4.5,0,0,-0.4
Raul Neto,UTA,26,41,28,13,12.2,4.5,1.7,3.7,45.7,0.5,1.1,40.4,0.6,0.9,74.3,0.2,1,1.2,1.8,0.9,0.3,0.1,0.9,9,0,0,2.9
Raymond Felton,OKC,33,82,48,34,16.6,6.9,2.7,6.7,40.6,1,2.8,35.2,0.4,0.5,81.8,0.3,1.6,1.9,2.5,0.9,0.6,0.2,1.1,14.3,0,0,-0.6
Reggie Bullock,DET,27,62,32,30,27.9,11.3,4.3,8.8,48.9,2,4.5,44.5,0.6,0.8,79.6,0.4,2,2.5,1.5,0.8,0.8,0.2,1.1,18.7,0,0,0.4
Reggie Hearn,DET,26,3,3,0,2.2,1,0.3,0.7,50,0.3,0.7,50,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1.7
